time_s,force_N
8.600000e-03,1.708489e-06
8.700000e-03,6.139832e-06
8.800000e-03,5.637626e-07
8.900000e-03,7.267357e-06
9.000000e-03,5.809633e-07
9.100000e-03,1.153326e-06
9.200000e-03,5.550268e-06
9.300000e-03,2.298052e-06
9.400000e-03,4.405542e-06
9.500000e-03,3.833180e-06
9.600000e-03,4.015141e-06
9.700000e-03,2.688454e-06
9.800000e-03,9.392048e-06
9.900000e-03,1.543728e-06
1.000000e-02,9.713647e-07
1.010000e-02,6.876956e-06
1.020000e-02,1.733612e-07
1.030000e-02,6.530233e-06
1.040000e-02,1.318087e-06
1.050000e-02,5.385508e-06
1.060000e-02,2.462813e-06
1.070000e-02,4.240782e-06
1.080000e-02,3.607539e-06
1.090000e-02,3.096056e-06
1.100000e-02,4.752265e-06
1.110000e-02,1.951330e-06
1.120000e-02,8.654924e-06
1.130000e-02,8.066038e-07
1.140000e-02,7.510198e-06
1.150000e-02,3.381221e-07
1.160000e-02,6.365473e-06
1.170000e-02,1.482848e-06
1.180000e-02,5.220747e-06
1.190000e-02,2.627574e-06
1.200000e-02,4.076021e-06
1.210000e-02,3.772300e-06
1.220000e-02,2.931295e-06
1.230000e-02,9.634889e-06
1.240000e-02,1.786569e-06
1.250000e-02,8.490163e-06
1.260000e-02,6.418429e-07
1.270000e-02,7.206478e-06
1.280000e-02,5.028830e-07
1.290000e-02,6.200712e-06
1.300000e-02,1.647609e-06
1.310000e-02,5.055986e-06
1.320000e-02,1.175958e-05
1.330000e-02,3.911260e-06
1.340000e-02,3.937061e-06
1.350000e-02,2.766534e-06
1.360000e-02,5.081787e-06
1.370000e-02,1.621808e-06
1.380000e-02,6.226513e-06
1.390000e-02,4.770820e-07
1.400000e-02,7.180677e-06
1.410000e-02,6.676439e-07
1.420000e-02,6.035951e-06
1.430000e-02,1.812370e-06
1.440000e-02,4.891225e-06
1.450000e-02,2.957096e-06
1.460000e-02,3.746499e-06
1.470000e-02,4.101822e-06
1.480000e-02,2.601773e-06
1.490000e-02,9.305368e-06
1.500000e-02,1.457047e-06
1.510000e-02,8.160642e-06
1.520000e-02,3.123211e-07
1.530000e-02,7.015916e-06
1.540000e-02,8.324048e-07
1.550000e-02,5.871190e-06
1.560000e-02,1.977131e-06
1.570000e-02,9.825451e-06
1.580000e-02,3.121857e-06
1.590000e-02,3.581738e-06
1.600000e-02,1.028533e-05
1.610000e-02,2.437012e-06
1.620000e-02,9.140607e-06
1.630000e-02,1.292286e-06
1.640000e-02,6.556034e-06
1.650000e-02,1.475602e-07
1.660000e-02,6.851155e-06
1.670000e-02,1.355475e-05
1.680000e-02,8.845486e-06
1.690000e-02,2.141892e-06
1.700000e-02,4.561703e-06
1.710000e-02,3.286618e-06
1.720000e-02,3.416977e-06
1.730000e-02,1.012057e-05
1.740000e-02,1.227966e-05
1.750000e-02,5.576069e-06
1.760000e-02,1.127525e-06
1.770000e-02,7.831120e-06
1.780000e-02,1.453471e-05
1.790000e-02,6.686394e-06
1.800000e-02,1.161927e-06
1.810000e-02,5.541668e-06
1.820000e-02,2.306652e-06
1.830000e-02,4.396942e-06
1.840000e-02,1.110054e-05
1.850000e-02,1.129970e-05
1.860000e-02,4.596104e-06
1.870000e-02,2.107490e-06
1.880000e-02,8.811085e-06
1.890000e-02,9.627644e-07
1.900000e-02,7.666359e-06
1.910000e-02,1.819615e-07
1.920000e-02,8.030282e-06
1.930000e-02,1.326687e-06
1.940000e-02,5.376907e-06
1.950000e-02,1.208050e-05
1.960000e-02,1.878410e-05
1.970000e-02,3.616139e-06
1.980000e-02,3.087455e-06
1.990000e-02,4.760865e-06
2.000000e-02,1.942729e-06
2.010000e-02,8.646324e-06
2.020000e-02,1.375391e-05
2.030000e-02,7.050317e-06
2.040000e-02,3.467224e-07
2.050000e-02,6.356872e-06
2.060000e-02,1.306047e-05
2.070000e-02,5.212146e-06
2.080000e-02,2.636174e-06
2.090000e-02,4.067420e-06
2.100000e-02,1.077102e-05
2.110000e-02,1.747461e-05
2.120000e-02,4.925626e-06
2.130000e-02,1.777969e-06
2.140000e-02,8.481563e-06
2.150000e-02,1.391867e-05
2.160000e-02,7.215078e-06
2.170000e-02,5.114833e-07
2.180000e-02,6.192111e-06
2.190000e-02,1.289571e-05
2.200000e-02,9.504530e-06
2.210000e-02,2.800935e-06
2.220000e-02,3.902659e-06
2.230000e-02,1.060625e-05
2.240000e-02,1.730985e-05
2.250000e-02,5.090387e-06
2.260000e-02,1.613208e-06
2.270000e-02,8.316802e-06
2.280000e-02,1.502040e-05
2.290000e-02,2.172399e-05
2.300000e-02,6.762442e-07
2.310000e-02,6.027350e-06
2.320000e-02,1.273095e-05
2.330000e-02,9.669291e-06
2.340000e-02,2.965696e-06
2.350000e-02,3.737899e-06
2.360000e-02,1.044149e-05
2.370000e-02,1.195874e-05
2.380000e-02,5.255148e-06
2.390000e-02,1.448447e-06
2.400000e-02,8.152041e-06
2.410000e-02,1.485564e-05
2.420000e-02,7.544600e-06
2.430000e-02,8.410051e-07
2.440000e-02,5.862590e-06
2.450000e-02,1.256618e-05
2.460000e-02,1.926978e-05
2.470000e-02,2.597337e-05
2.480000e-02,3.573138e-06
2.490000e-02,1.027673e-05
2.500000e-02,1.698033e-05
2.510000e-02,5.419909e-06
2.520000e-02,1.283686e-06
2.530000e-02,7.987280e-06
2.540000e-02,1.441296e-05
2.550000e-02,7.709361e-06
2.560000e-02,1.005766e-06
2.570000e-02,5.697829e-06
2.580000e-02,1.240142e-05
2.590000e-02,9.998813e-06
2.600000e-02,3.295218e-06
2.610000e-02,3.408377e-06
2.620000e-02,1.011197e-05
2.630000e-02,1.681557e-05
2.640000e-02,2.351916e-05
2.650000e-02,1.118925e-06
2.660000e-02,7.822520e-06
2.670000e-02,1.452611e-05
2.680000e-02,7.874122e-06
2.690000e-02,1.170527e-06
2.700000e-02,5.533068e-06
2.710000e-02,1.686717e-05
2.720000e-02,1.016357e-05
2.730000e-02,3.459979e-06
2.740000e-02,3.243616e-06
2.750000e-02,9.947211e-06
2.760000e-02,1.245303e-05
2.770000e-02,5.749431e-06
2.780000e-02,9.541641e-07
2.790000e-02,7.657759e-06
2.800000e-02,1.436135e-05
2.810000e-02,2.106495e-05
2.820000e-02,1.335288e-06
2.830000e-02,5.368307e-06
2.840000e-02,1.207190e-05
2.850000e-02,1.877550e-05
2.860000e-02,3.624740e-06
2.870000e-02,3.078855e-06
2.880000e-02,9.782450e-06
2.890000e-02,1.261779e-05
2.900000e-02,5.914191e-06
2.910000e-02,7.894032e-07
2.920000e-02,7.492998e-06
2.930000e-02,1.490724e-05
2.940000e-02,8.203643e-06
2.950000e-02,1.500049e-06
2.960000e-02,5.203546e-06
2.970000e-02,1.190714e-05
2.980000e-02,1.861074e-05
2.990000e-02,3.789501e-06
3.000000e-02,2.914094e-06
3.010000e-02,9.617689e-06
3.020000e-02,1.632128e-05
3.030000e-02,2.302488e-05
3.040000e-02,6.246423e-07
3.050000e-02,7.328237e-06
3.060000e-02,1.403183e-05
3.070000e-02,8.368404e-06
3.080000e-02,1.664810e-06
3.090000e-02,5.038785e-06
3.100000e-02,1.174238e-05
3.110000e-02,1.065786e-05
3.120000e-02,3.954261e-06
3.130000e-02,2.749333e-06
3.140000e-02,1.965090e-05
3.150000e-02,1.615652e-05
3.160000e-02,6.243713e-06
3.170000e-02,2.956371e-05
3.180000e-02,7.163476e-06
3.190000e-02,1.523676e-05
3.200000e-02,2.057067e-05
3.210000e-02,1.829570e-06
3.220000e-02,4.874024e-06
3.230000e-02,1.157762e-05
3.240000e-02,1.828121e-05
3.250000e-02,4.119022e-06
3.260000e-02,2.584572e-06
3.270000e-02,9.288167e-06
3.280000e-02,1.311207e-05
3.290000e-02,2.269536e-05
3.300000e-02,2.951205e-07
3.310000e-02,2.210512e-05
3.320000e-02,1.370231e-05
3.330000e-02,8.697926e-06
3.340000e-02,2.710950e-05
3.350000e-02,4.709263e-06
3.360000e-02,1.769097e-05
3.370000e-02,1.811645e-05
3.380000e-02,4.283783e-06
3.390000e-02,3.152364e-05
3.400000e-02,9.123406e-06
3.410000e-02,1.582700e-05
3.420000e-02,6.573235e-06
3.430000e-02,1.303596e-07
3.440000e-02,6.833954e-06
3.450000e-02,1.556628e-05
3.460000e-02,2.024114e-05
3.470000e-02,2.159092e-06
3.480000e-02,2.455933e-05
3.490000e-02,1.124810e-05
3.500000e-02,1.115214e-05
3.510000e-02,2.465529e-05
3.520000e-02,2.255051e-06
3.530000e-02,2.014519e-05
3.540000e-02,1.566224e-05
3.550000e-02,6.737996e-06
3.560000e-02,2.906943e-05
3.570000e-02,6.669193e-06
3.580000e-02,1.337279e-05
3.590000e-02,2.007638e-05
3.600000e-02,2.323853e-06
3.610000e-02,4.379742e-06
3.620000e-02,1.108334e-05
3.630000e-02,1.778693e-05
3.640000e-02,4.613305e-06
3.650000e-02,2.701354e-05
3.660000e-02,8.793884e-06
3.670000e-02,1.360635e-05
3.680000e-02,2.220107e-05
3.690000e-02,1.991622e-07
3.700000e-02,2.259940e-05
3.710000e-02,1.320803e-05
3.720000e-02,9.192209e-06
3.730000e-02,2.661522e-05
3.740000e-02,4.214981e-06
3.750000e-02,1.091858e-05
3.760000e-02,1.762217e-05
3.770000e-02,4.778066e-06
3.780000e-02,1.925529e-06
3.790000e-02,8.629123e-06
3.800000e-02,1.533272e-05
3.810000e-02,7.067518e-06
3.820000e-02,3.639231e-07
3.830000e-02,6.339672e-06
3.840000e-02,1.606056e-05
3.850000e-02,1.974686e-05
3.860000e-02,2.653375e-06
3.870000e-02,2.505361e-05
3.880000e-02,1.075381e-05
3.890000e-02,1.164642e-05
3.900000e-02,2.416100e-05
3.910000e-02,1.760768e-06
3.920000e-02,3.756819e-05
3.930000e-02,1.516796e-05
3.940000e-02,7.232279e-06
3.950000e-02,2.857515e-05
3.960000e-02,6.174911e-06
3.970000e-02,1.287851e-05
3.980000e-02,9.521730e-06
3.990000e-02,2.818136e-06
4.000000e-02,3.885459e-06
4.010000e-02,1.851478e-05
4.020000e-02,1.729265e-05
4.030000e-02,5.107588e-06
4.040000e-02,2.750782e-05
4.050000e-02,8.299602e-06
4.060000e-02,1.410063e-05
4.070000e-02,2.170679e-05
4.080000e-02,6.934449e-07
4.090000e-02,3.511398e-05
4.100000e-02,1.271374e-05
4.110000e-02,9.686491e-06
4.120000e-02,2.612093e-05
4.130000e-02,3.720698e-06
4.140000e-02,1.042429e-05
4.150000e-02,1.712789e-05
4.160000e-02,5.272349e-06
4.170000e-02,1.431246e-06
4.180000e-02,8.134841e-06
4.190000e-02,4.394227e-05
4.200000e-02,2.154203e-05
4.210000e-02,8.582058e-07
4.220000e-02,3.494922e-05
4.230000e-02,1.254898e-05
4.240000e-02,9.851252e-06
4.250000e-02,2.595617e-05
4.260000e-02,3.555937e-06
4.270000e-02,1.884430e-05
4.280000e-02,1.696313e-05
4.290000e-02,5.437109e-06
4.300000e-02,2.783735e-05
4.310000e-02,7.970080e-06
4.320000e-02,1.443016e-05
4.330000e-02,3.683039e-05
4.340000e-02,1.022967e-06
4.350000e-02,2.342320e-05
4.360000e-02,1.238422e-05
4.370000e-02,1.001601e-05
4.380000e-02,2.579141e-05
4.390000e-02,3.391176e-06
4.400000e-02,1.900906e-05
4.410000e-02,1.679837e-05
4.420000e-02,5.601870e-06
4.430000e-02,3.020555e-05
4.440000e-02,7.805319e-06
4.450000e-02,1.459492e-05
4.460000e-02,2.121251e-05
4.470000e-02,1.187728e-06
4.480000e-02,3.461970e-05
4.490000e-02,1.221946e-05
4.500000e-02,1.018077e-05
4.510000e-02,2.562665e-05
4.520000e-02,3.226415e-06
4.530000e-02,3.903384e-05
4.540000e-02,1.663360e-05
4.550000e-02,5.244103e-05
4.560000e-02,3.004079e-05
4.570000e-02,7.640558e-06
4.580000e-02,4.344798e-05
4.590000e-02,2.104775e-05
4.600000e-02,1.352488e-06
4.610000e-02,3.445494e-05
4.620000e-02,1.205470e-05
4.630000e-02,1.034553e-05
4.640000e-02,2.546189e-05
4.650000e-02,3.061654e-06
4.660000e-02,1.933858e-05
4.670000e-02,4.173882e-05
4.680000e-02,5.931392e-06
4.690000e-02,2.833163e-05
4.700000e-02,7.475797e-06
4.710000e-02,1.492444e-05
4.720000e-02,2.088299e-05
4.730000e-02,1.517249e-06
4.740000e-02,2.391749e-05
4.750000e-02,1.188994e-05
4.760000e-02,1.051030e-05
4.770000e-02,2.529713e-05
4.780000e-02,2.896893e-06
4.790000e-02,1.950334e-05
4.800000e-02,1.630408e-05
4.810000e-02,6.096153e-06
4.820000e-02,2.971127e-05
4.830000e-02,7.311036e-06
4.840000e-02,1.508920e-05
4.850000e-02,2.071823e-05
4.860000e-02,1.682010e-06
4.870000e-02,3.412541e-05
4.880000e-02,1.172518e-05
4.890000e-02,4.753260e-05
4.900000e-02,2.513237e-05
4.910000e-02,2.732133e-06
4.920000e-02,3.853956e-05
4.930000e-02,1.613932e-05
4.940000e-02,5.194675e-05
4.950000e-02,2.954651e-05
4.960000e-02,7.146275e-06
4.970000e-02,4.295370e-05
4.980000e-02,2.055346e-05
4.990000e-02,1.846771e-06
5.000000e-02,3.396065e-05
5.010000e-02,1.156042e-05
5.020000e-02,1.083982e-05
5.030000e-02,3.324005e-05
5.040000e-02,2.567372e-06
5.050000e-02,1.983286e-05
5.060000e-02,1.597456e-05
5.070000e-02,6.425675e-06
5.080000e-02,2.882591e-05
5.090000e-02,6.981514e-06
5.100000e-02,1.541872e-05
5.110000e-02,2.038870e-05
5.120000e-02,2.011532e-06
5.130000e-02,2.441177e-05
5.140000e-02,1.139566e-05
5.150000e-02,1.100458e-05
5.160000e-02,2.480285e-05
5.170000e-02,2.402611e-06
5.180000e-02,1.999763e-05
5.190000e-02,1.580980e-05
5.200000e-02,6.590436e-06
5.210000e-02,2.921699e-05
5.220000e-02,6.816754e-06
5.230000e-02,4.262418e-05
5.240000e-02,2.022394e-05
5.250000e-02,2.176293e-06
5.260000e-02,3.363113e-05
5.270000e-02,1.123090e-05
5.280000e-02,4.703832e-05
5.290000e-02,2.463809e-05
5.300000e-02,2.237850e-06
5.310000e-02,3.804528e-05
5.320000e-02,1.564504e-05
5.330000e-02,5.145246e-05
5.340000e-02,2.905223e-05
5.350000e-02,6.651993e-06
5.360000e-02,1.574824e-05
5.370000e-02,2.005918e-05
5.380000e-02,2.341054e-06
5.390000e-02,2.474129e-05
5.400000e-02,1.106614e-05
5.410000e-02,1.133410e-05
5.420000e-02,3.373434e-05
5.430000e-02,2.073089e-06
5.440000e-02,2.032715e-05
5.450000e-02,1.548028e-05
5.460000e-02,6.919957e-06
5.470000e-02,2.932019e-05
5.480000e-02,6.487232e-06
5.490000e-02,1.591300e-05
5.500000e-02,1.989442e-05
5.510000e-02,2.505815e-06
5.520000e-02,2.490605e-05
5.530000e-02,1.090137e-05
5.540000e-02,1.149886e-05
5.550000e-02,2.430856e-05
5.560000e-02,1.908328e-06
5.570000e-02,3.771575e-05
5.580000e-02,1.531552e-05
5.590000e-02,7.084718e-06
5.600000e-02,2.872271e-05
5.610000e-02,6.322471e-06
5.620000e-02,4.212990e-05
5.630000e-02,1.972966e-05
5.640000e-02,2.670576e-06
5.650000e-02,3.313685e-05
5.660000e-02,1.073661e-05
5.670000e-02,4.654404e-05
5.680000e-02,2.414380e-05
5.690000e-02,1.743567e-06
5.700000e-02,3.755099e-05
5.710000e-02,1.515076e-05
5.720000e-02,7.249479e-06
5.730000e-02,2.855795e-05
5.740000e-02,6.157710e-06
5.750000e-02,1.624253e-05
5.760000e-02,1.956490e-05
5.770000e-02,2.835336e-06
5.780000e-02,2.523557e-05
5.790000e-02,1.057185e-05
5.800000e-02,1.182838e-05
5.810000e-02,3.422862e-05
5.820000e-02,1.578806e-06
5.830000e-02,2.082143e-05
5.840000e-02,1.498600e-05
5.850000e-02,7.414240e-06
5.860000e-02,2.981448e-05
5.870000e-02,5.992949e-06
5.880000e-02,1.640729e-05
5.890000e-02,1.940014e-05
5.900000e-02,3.000097e-06
5.910000e-02,3.280733e-05
5.920000e-02,1.040709e-05
5.930000e-02,1.199314e-05
5.940000e-02,2.381428e-05
5.950000e-02,1.414045e-06
5.960000e-02,3.722147e-05
5.970000e-02,1.482123e-05
5.980000e-02,7.579001e-06
5.990000e-02,2.822842e-05
6.000000e-02,5.828188e-06
6.010000e-02,4.163561e-05
6.020000e-02,1.923538e-05
6.030000e-02,5.504280e-05
6.040000e-02,3.264257e-05
6.050000e-02,1.024233e-05
6.060000e-02,4.604976e-05
6.070000e-02,2.364952e-05
6.080000e-02,1.249285e-06
6.090000e-02,3.705671e-05
6.100000e-02,1.465647e-05
6.110000e-02,7.743762e-06
6.120000e-02,2.806366e-05
6.130000e-02,5.663427e-06
6.140000e-02,1.673681e-05
6.150000e-02,3.913704e-05
6.160000e-02,3.329619e-06
6.170000e-02,2.572985e-05
6.180000e-02,1.007757e-05
6.190000e-02,1.232267e-05
6.200000e-02,2.348476e-05
6.210000e-02,1.084524e-06
6.220000e-02,2.131571e-05
6.230000e-02,1.449171e-05
6.240000e-02,7.908523e-06
6.250000e-02,2.789890e-05
6.260000e-02,5.498666e-06
6.270000e-02,1.690157e-05
6.280000e-02,3.930181e-05
6.290000e-02,5.471328e-05
6.300000e-02,3.231305e-05
6.310000e-02,9.912809e-06
6.320000e-02,1.248743e-05
6.330000e-02,3.488766e-05
6.340000e-02,5.912742e-05
6.350000e-02,3.672719e-05
6.360000e-02,1.432695e-05
6.370000e-02,8.073284e-06
6.380000e-02,3.047352e-05
6.390000e-02,6.354157e-05
6.400000e-02,4.114133e-05
6.410000e-02,1.874109e-05
6.420000e-02,3.659141e-06
6.430000e-02,2.605938e-05
6.440000e-02,9.748048e-06
6.450000e-02,4.555547e-05
6.460000e-02,2.315524e-05
6.470000e-02,7.550019e-07
6.480000e-02,3.656243e-05
6.490000e-02,1.416219e-05
6.500000e-02,8.238045e-06
6.510000e-02,3.063828e-05
6.520000e-02,5.169145e-06
6.530000e-02,4.097657e-05
6.540000e-02,1.857633e-05
6.550000e-02,3.823902e-06
6.560000e-02,2.622414e-05
6.570000e-02,4.862437e-05
6.580000e-02,4.539071e-05
6.590000e-02,2.299048e-05
6.600000e-02,5.902410e-07
6.610000e-02,2.180999e-05
6.620000e-02,4.421023e-05
6.630000e-02,4.980486e-05
6.640000e-02,2.740462e-05
6.650000e-02,5.004384e-06
6.660000e-02,1.739585e-05
6.670000e-02,3.979609e-05
6.680000e-02,5.421900e-05
6.690000e-02,3.181876e-05
6.700000e-02,9.418527e-06
6.710000e-02,1.298171e-05
6.720000e-02,3.538195e-05
6.730000e-02,5.863314e-05
6.740000e-02,3.623291e-05
6.750000e-02,1.383267e-05
6.760000e-02,8.567566e-06
6.770000e-02,3.096780e-05
6.780000e-02,6.304728e-05
6.790000e-02,4.064705e-05
6.800000e-02,1.824681e-05
6.810000e-02,4.153424e-06
6.820000e-02,3.165400e-05
6.830000e-02,9.253766e-06
6.840000e-02,1.314647e-05
6.850000e-02,2.266096e-05
6.860000e-02,2.607192e-07
6.870000e-02,3.606814e-05
6.880000e-02,1.366791e-05
6.890000e-02,8.732327e-06
6.900000e-02,3.113256e-05
6.910000e-02,4.674862e-06
6.920000e-02,4.048229e-05
6.930000e-02,1.808205e-05
6.940000e-02,4.318185e-06
6.950000e-02,2.671842e-05
6.960000e-02,4.911866e-05
6.970000e-02,4.489643e-05
6.980000e-02,2.249619e-05
6.990000e-02,9.595830e-08
7.000000e-02,2.230428e-05
7.010000e-02,4.470451e-05
7.020000e-02,4.931057e-05
7.030000e-02,2.691034e-05
7.040000e-02,4.510101e-06
7.050000e-02,1.789013e-05
7.060000e-02,4.029037e-05
7.070000e-02,5.372472e-05
7.080000e-02,3.132448e-05
7.090000e-02,8.924244e-06
7.100000e-02,1.347599e-05
7.110000e-02,8.053909e-05
7.120000e-02,5.813886e-05
7.130000e-02,3.573862e-05
7.140000e-02,1.333839e-05
7.150000e-02,9.061849e-06
7.160000e-02,2.674558e-05
7.170000e-02,4.345340e-06
7.180000e-02,4.015277e-05
7.190000e-02,1.775253e-05
7.200000e-02,4.647706e-06
7.210000e-02,3.115972e-05
7.220000e-02,8.759483e-06
7.230000e-02,1.364075e-05
7.240000e-02,2.216667e-05
7.250000e-02,2.335635e-07
7.260000e-02,3.557386e-05
7.270000e-02,1.317363e-05
7.280000e-02,9.226610e-06
7.290000e-02,3.162685e-05
7.300000e-02,5.402708e-05
7.310000e-02,3.998800e-05
7.320000e-02,1.758777e-05
7.330000e-02,4.812467e-06
7.340000e-02,2.721270e-05
7.350000e-02,4.961294e-05
7.360000e-02,4.440215e-05
7.370000e-02,2.200191e-05
7.380000e-02,3.983244e-07
7.390000e-02,2.279856e-05
7.400000e-02,4.519880e-05
7.410000e-02,4.881629e-05
7.420000e-02,2.641605e-05
7.430000e-02,4.015818e-06
7.440000e-02,1.838442e-05
7.450000e-02,7.563067e-05
7.460000e-02,5.323043e-05
7.470000e-02,3.083020e-05
7.480000e-02,8.429961e-06
7.490000e-02,1.397027e-05
7.500000e-02,2.183715e-05
7.510000e-02,5.764458e-05
7.520000e-02,3.524434e-05
7.530000e-02,1.284410e-05
7.540000e-02,9.556132e-06
7.550000e-02,2.625129e-05
7.560000e-02,3.851058e-06
7.570000e-02,3.965848e-05
7.580000e-02,1.725825e-05
7.590000e-02,5.141989e-06
7.600000e-02,3.066544e-05
7.610000e-02,8.265200e-06
7.620000e-02,1.413504e-05
7.630000e-02,3.653527e-05
7.640000e-02,7.278462e-07
7.650000e-02,3.507958e-05
7.660000e-02,1.267934e-05
7.670000e-02,9.720893e-06
7.680000e-02,3.212113e-05
7.690000e-02,5.452136e-05
7.700000e-02,3.949372e-05
7.710000e-02,1.709349e-05
7.720000e-02,5.306750e-06
7.730000e-02,2.770699e-05
7.740000e-02,5.010722e-05
7.750000e-02,4.390786e-05
7.760000e-02,2.150763e-05
7.770000e-02,8.926071e-07
7.780000e-02,2.329284e-05
7.790000e-02,7.072224e-05
7.800000e-02,4.832201e-05
7.810000e-02,2.592177e-05
7.820000e-02,3.521536e-06
7.830000e-02,1.887870e-05
7.840000e-02,7.513639e-05
7.850000e-02,5.273615e-05
7.860000e-02,3.033591e-05
7.870000e-02,7.935679e-06
7.880000e-02,1.446456e-05
7.890000e-02,2.134287e-05
7.900000e-02,5.715029e-05
7.910000e-02,3.475006e-05
7.920000e-02,1.234982e-05
7.930000e-02,1.005041e-05
7.940000e-02,2.575701e-05
7.950000e-02,3.356775e-06
7.960000e-02,1.904346e-05
7.970000e-02,1.676396e-05
7.980000e-02,5.636272e-06
7.990000e-02,3.017115e-05
8.000000e-02,7.770918e-06
8.010000e-02,1.462932e-05
8.020000e-02,3.702955e-05
8.030000e-02,1.222129e-06
8.040000e-02,3.458530e-05
8.050000e-02,1.218506e-05
8.060000e-02,1.021518e-05
8.070000e-02,3.261541e-05
8.080000e-02,5.501565e-05
8.090000e-02,3.899944e-05
8.100000e-02,1.659920e-05
8.110000e-02,5.801033e-06
8.120000e-02,2.820127e-05
8.130000e-02,6.581382e-05
8.140000e-02,4.341358e-05
8.150000e-02,2.101335e-05
8.160000e-02,1.386890e-06
8.170000e-02,2.378713e-05
8.180000e-02,7.022796e-05
8.190000e-02,4.782772e-05
8.200000e-02,2.542749e-05
8.210000e-02,3.027253e-06
8.220000e-02,1.937298e-05
8.230000e-02,7.464210e-05
8.240000e-02,5.224187e-05
8.250000e-02,2.984163e-05
8.260000e-02,7.441396e-06
8.270000e-02,1.495884e-05
8.280000e-02,2.084859e-05
8.290000e-02,5.665601e-05
8.300000e-02,3.425577e-05
8.310000e-02,1.185554e-05
8.320000e-02,1.054470e-05
8.330000e-02,2.526273e-05
8.340000e-02,2.862492e-06
8.350000e-02,3.866992e-05
8.360000e-02,1.626968e-05
8.370000e-02,6.130554e-06
8.380000e-02,8.788453e-05
8.390000e-02,6.548430e-05
8.400000e-02,4.308406e-05
8.410000e-02,2.068382e-05
8.420000e-02,1.716412e-06
8.430000e-02,9.229867e-05
8.440000e-02,6.989844e-05
8.450000e-02,4.749820e-05
8.460000e-02,2.509797e-05
8.470000e-02,2.697731e-06
8.480000e-02,1.970250e-05
8.490000e-02,7.431258e-05
8.500000e-02,5.191235e-05
8.510000e-02,2.951211e-05
8.520000e-02,7.111874e-06
8.530000e-02,1.528836e-05
8.540000e-02,3.768860e-05
8.550000e-02,6.008883e-05
8.560000e-02,3.392625e-05
8.570000e-02,1.152602e-05
8.580000e-02,1.087422e-05
8.590000e-02,3.327445e-05
8.600000e-02,5.567469e-05
8.610000e-02,7.807493e-05
8.620000e-02,1.594016e-05
8.630000e-02,6.460076e-06
8.640000e-02,2.886031e-05
8.650000e-02,5.126055e-05
8.660000e-02,7.366078e-05
8.670000e-02,2.035430e-05
8.680000e-02,2.045933e-06
8.690000e-02,2.444617e-05
8.700000e-02,4.684640e-05
8.710000e-02,6.924664e-05
8.720000e-02,2.476845e-05
8.730000e-02,2.368210e-06
